IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;42>;43>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>43>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
31522-4917;20120201;SUCESSO;2;1;1;1;33;8;3;1;;;;;;;;;;;;;;13;;2;1;;;3;3;3;;;;;;;;;;9;1;1;1;3;;;;;1;;;;;2;2;;3;1;;1;;;;;;1;;;;5;2;;;3;1;;;;1;;2;2;;;;;;;26;2;2;2;1;7;;1;5;1;;;;;;;;;;10;;10;;3;3;1;;31;5;1;;10;2;1;6;1;1;1;2;;2;1;1;1;1;;;;;;;;;;;;;;;;;;;;258
31525-4435;20120102;insucesso;;;;;8;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;8;;;;;1;;;1;;;;;;;;;;;2;;2;;;;;;3;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;31
31526-4435;20120102;insucesso;2;;2;2;13;;;6;;1;;;1;;1;;;;;;;;;;;;;;;;;;2;;;;;;;7;2;2;2;;;;1;;2;;;;;;;;2;;;;1;;;;;;;;;3;;;;2;;1;;;;;;;1;;1;1;;;4;;;;;2;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;22;8;6;3;3;;;;2;;;113
31529-4917;20120201;SUCESSO;3;3;2;2;52;1;;3;;;;;8;;3;;;;1;1;;15;;10;3;1;1;1;1;;;;3;1;1;2;2;;;9;1;1;1;1;;;1;;3;3;3;3;;;;;9;;;;3;;1;1;;1;;2;;19;2;1;;9;;3;1;1;1;;3;;4;;;;;;53;;1;4;1;23;;4;11;5;2;2;1;;;;;;;4;;4;;;;;;14;3;2;;2;1;;1;1;;;;;3;3;3;2;1;;;;;;;3;2;30;15;10;5;7;;3;2;2;;;437
31560-4435;20120102;insucesso;2;2;;;53;;;8;;;;;4;;2;;1;;;;4;7;;3;1;1;;;;;3;;4;;;1;1;1;;10;;;;2;1;;;;;2;2;2;4;1;1;;38;1;;;14;;9;3;;2;1;1;2;23;1;;;21;;7;3;2;1;;2;1;1;2;8;1;6;4;27;;2;4;3;6;;;2;1;;;;;;;;;1;2;;2;;2;1;1;1;2;2;;;2;2;;1;1;1;1;2;1;2;2;2;;12;1;4;5;1;;;4;4;5;1;1;;7;1;4;4;1;;;408
31566-5061;20120201;insucesso;;;;;4;;;;;;;;;;;;;;;;;3;;2;2;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;3;;;3;3;2;1;1;;;;;;;2;;2;;2;2;2;2;6;2;1;1;4;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;71
31569-4114;20120101;insucesso;3;2;1;1;68;6;2;5;;1;;;6;;2;;;;;1;3;17;2;7;3;2;1;5;5;2;;6;6;;;;;;;12;1;1;1;6;1;1;3;1;;2;2;2;21;2;1;;12;4;;;2;;;;;2;;;4;14;4;;1;2;;;;;;;1;;2;7;4;2;1;;56;3;2;5;;17;;1;5;3;1;1;1;1;1;3;3;1;1;12;;11;3;2;2;1;;15;4;;1;4;2;;2;2;1;;1;1;3;2;2;1;24;1;20;5;8;8;1;12;10;25;8;4;2;20;2;10;9;5;11;9;647
31570-4114;20120101;insucesso;2;1;1;1;45;;;2;;;;;4;;2;;1;;;1;1;20;;7;3;2;1;1;;;;;;;;1;1;;;9;1;1;1;1;;;;;1;;;;;1;;;11;;;;6;;3;2;;1;1;1;1;13;1;;1;10;;5;3;2;1;1;1;1;1;;2;;2;2;71;1;;5;3;23;;3;12;8;3;2;1;1;1;3;2;;2;8;2;5;1;1;;;;15;3;;;3;1;;1;1;;;1;1;2;1;1;1;1;;;;;;;4;3;;;;;4;;4;3;;1;1;394
31570-5490;20120202;SUCESSO;3;2;1;1;55;1;;4;;;;;12;;7;;3;1;;2;;22;;10;4;2;2;;;;;2;2;1;1;7;6;;;9;1;1;1;;;;2;;3;2;2;2;;;;;28;1;;;6;;1;1;;2;;2;3;34;1;;;20;;4;1;1;1;;3;1;3;1;1;;1;1;62;;2;4;1;16;;3;6;3;2;1;1;1;;1;;;;5;;3;;;;;;6;;;;;;;;;;;;;3;2;2;1;7;;;;3;2;1;4;4;4;;;;5;;3;3;2;;;454
31572-4448;20120101;insucesso;;;;;15;1;;1;;;1;;1;;1;;;;;;2;1;;1;;;;;;;;;;;;1;1;;;1;;;;;;;;;;;;;1;1;;;1;1;;1;;;;;;;;;;4;1;;;1;1;;;;;;2;;1;1;2;;1;;5;1;;1;;3;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;61
31572-5384;20120202;insucesso;1;;1;;26;3;;6;;1;;;;;;;;;;;;2;;1;;;;;;;2;;;;;;;;;9;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;9;1;;;;3;;;;;;;;;;;;;;3;;3;;1;;;;9;;;;1;;;;;;;;;1;;;;4;;1;;;;;;;;;;;;;;;;;;94
31589-4435;20120102;SUCESSO;2;2;;;29;5;2;6;1;;2;;2;;1;;;;;;;9;;5;2;1;;2;1;1;;;;;;1;1;;;13;;;;5;;1;1;;1;1;1;1;;2;2;;3;1;1;;1;;1;1;;1;1;;1;4;1;;;3;1;1;1;1;;;;;;;;;;;18;;3;1;1;9;;1;4;3;1;1;1;;;;;;;4;;4;;1;;;;11;2;;;4;1;;1;;;;;;2;2;2;;3;;;;;;;;;20;7;1;;2;;;;1;;;237
31595-4603;20120102;insucesso;2;;2;2;34;1;;2;;;2;1;;;;;;;;;;15;1;3;1;;;;;;;3;2;;;;;;;8;1;1;1;3;;1;;;2;;;;;2;;1;4;1;;1;2;;2;2;;1;;;1;6;;;;4;1;2;2;2;;;1;1;;;;;;;28;;5;2;2;9;1;1;4;2;1;;;1;1;3;1;;;3;;1;;;;;;1;;;;;;;;;;;;;2;;;2;1;;;;4;;3;8;6;;;;;6;;6;6;;;;234
31601-4917;20120201;insucesso;;;;;37;2;;3;;;;;5;;2;;;;;1;;10;;1;1;;;2;2;;;;1;;;1;1;;;3;;;;1;1;;;;2;;;;;;;;5;;;;3;;3;;;1;1;1;;8;3;;1;4;;2;2;;;;1;1;1;;2;1;1;1;25;1;;1;;6;;;3;1;1;;;1;1;1;1;1;;10;;10;2;6;3;1;;12;8;4;1;6;5;3;3;3;1;;1;1;;;;;;;;;;;;3;3;;;;;4;;3;3;;1;1;259
31601-6401;20130102;insucesso;4;3;1;1;118;5;1;23;4;2;;;22;1;10;;3;;;7;;19;1;4;;;;2;2;2;2;;2;;;1;;;;43;;;;8;1;;3;;;;;;1;;;;48;6;;;14;;6;1;;11;5;2;;53;7;;2;32;3;13;6;1;6;3;10;5;3;2;;;;;53;;;5;4;8;;2;;;;;;;;2;2;1;;12;;9;2;7;3;2;1;10;5;3;1;7;3;2;3;1;2;1;;;4;3;3;1;8;;1;4;;;;;;26;10;3;1;4;;;;1;2;1;758
31601-6590;20130201;SUCESSO;2;1;1;1;72;1;;19;;;;;6;;3;;1;1;1;2;;14;;2;1;;;3;3;;2;;1;1;;1;1;;;26;1;1;1;2;;1;;;3;1;1;1;;;;;11;4;;1;6;2;4;3;1;1;1;1;1;14;1;1;;10;2;6;4;3;1;1;3;3;1;;;;;;42;1;1;2;2;4;;1;1;;;;;;;2;2;1;;9;;9;;2;;;;14;1;;;2;1;;;;;;;;2;1;1;1;5;1;;;;;;2;;2;1;1;;2;;1;;1;;;382
31604-4435;20120102;SUCESSO;2;1;1;1;16;;;4;;;;;;;;;;;;;;4;;;;;;;;;;;2;;;;;;;11;;;;1;;;1;;1;1;1;1;;;;;2;;;;;;;;;;;;;2;;;;1;;;;;;;;;1;;;;;;9;;1;;;;;;;;;;;;;;;;;2;;2;;1;;;;2;;;;1;;;;;;;;;2;1;1;1;;;;;;;;;;29;18;11;6;3;;;;2;;;146
31612-4603;20120102;SUCESSO;2;1;1;1;37;;;4;;;;;3;;2;;;;2;1;;15;;4;3;2;1;4;3;2;;1;1;;;;;;;6;1;1;1;1;;;;;;;;;;;;;4;1;1;;1;;;;;2;1;;1;3;;;;3;1;1;;;2;1;1;1;;;2;;;;33;1;;;;13;;;5;3;2;2;2;1;;2;2;1;;6;;5;;3;;;;10;4;3;;5;3;2;1;1;;;;;2;1;1;1;5;;;;2;1;1;;;4;2;2;2;2;;;;1;;;263
31619-4434;20120102;insucesso;;;;;12;;;;;;1;1;;;;;;;;;3;5;;2;;;;;;;;1;;;;1;;;;5;;;;;;;;3;;;;;;4;;4;3;1;;1;2;;;;;1;1;;;4;1;;1;3;1;2;;;1;1;;;;;5;2;2;1;11;;;1;1;4;;;;;;;;1;;2;;;;3;;1;;1;;;;2;1;1;;1;;;;;;;1;;;;;;1;;;;1;1;;;;;;;;;;;;;;;109
31637-4603;20120102;SUCESSO;3;1;2;2;65;2;;2;;;;;16;1;6;2;2;;;2;;9;;2;1;;;;;;;;2;;;6;4;3;3;6;2;2;2;2;;;;;3;1;1;1;;;;;20;3;1;;7;;1;;;1;;1;1;33;1;;;18;3;6;1;;1;;5;2;;1;3;;3;3;31;;;1;;9;;;3;1;;;;;;2;2;1;;7;;6;;2;2;;;9;2;1;;4;1;;4;1;1;1;1;;3;1;1;2;2;2;;;;;;;;2;2;2;1;3;;;;1;1;;386
31652-4434;20120102;SUCESSO;3;2;1;1;46;2;;7;;;2;;9;;7;;6;2;;;;18;;8;2;;;;;;;;1;;;5;5;5;5;21;1;1;1;4;;2;4;;6;1;1;1;;3;1;1;21;2;2;;11;;3;1;;3;3;3;2;29;4;;3;18;1;9;3;1;1;1;1;1;;;;;;;55;;5;3;1;23;;3;10;5;4;3;2;1;;2;1;1;;8;;4;;3;3;2;;4;4;2;;3;3;1;3;3;2;;2;;3;2;2;1;2;;;;;;;;;;;;;4;;;;;;;488
31658-4435;20120102;SUCESSO;;;;;60;11;3;10;;;;;10;2;7;1;4;;;1;;6;;4;;;;1;1;;;;10;2;2;1;1;;;15;;;;;;;3;;;;;;;;;;17;2;1;;10;2;1;1;1;6;6;;1;21;3;2;1;16;1;10;1;1;5;5;4;4;;;5;;5;3;8;;;1;;5;;;;;;;;;;1;;;;3;;3;;3;2;1;;4;1;1;;3;1;;2;1;1;;2;;;;;;3;;;;;;;10;9;79;28;8;2;16;2;6;6;6;3;;511
31671-4434;20120102;insucesso;2;2;;;37;1;;3;;;1;1;1;1;;;;;;;;5;;1;;;;;;;1;;3;;;;;;;8;;;;2;;;;;;1;1;1;;3;2;1;1;1;;;1;;;;;;;;;2;1;;;;;;;;;;;;1;;;;;;22;;;;;4;;;;;;;;;;;;;;1;;1;1;;;;;1;1;;;;;;;;;;;;2;2;2;;2;1;;;;;;1;1;11;4;;;10;3;1;1;1;5;5;168
31673-4434;20120102;insucesso;2;;2;2;31;2;1;2;;1;;;2;;;;;;;1;;12;1;4;2;1;1;2;2;1;;;3;;;;;;;9;;;;;;;2;2;2;;;;;3;;3;3;;;;2;;;;;;;;1;8;;;;2;;1;;;;;1;;4;;;;;;55;1;;3;1;21;;2;6;4;2;1;;2;;3;1;1;;9;1;8;1;4;3;3;3;14;1;1;1;5;1;1;3;1;3;3;;;2;;;2;1;;;;;;;2;2;12;3;1;1;4;;1;1;2;;;321
31673-5384;20120202;SUCESSO;2;2;;;48;1;1;7;;;;;10;;7;;3;2;1;3;;11;;6;2;1;1;;;;1;;3;2;2;2;2;3;3;22;;;;1;;1;2;;3;2;2;2;;;;;26;;;;11;;5;2;;3;2;1;2;29;;;;20;;8;3;1;1;;5;3;5;;;;;;57;;3;3;1;24;;;11;4;2;1;1;2;;3;;;;6;;3;;1;1;1;;10;2;2;;4;2;2;3;2;2;;;;2;2;2;;3;;;;;;;2;2;14;5;1;1;5;;2;2;;;;484
31694-4433;20120102;insucesso;4;2;3;3;12;;;3;;;;;1;;;;;;;;;2;;1;1;;;;;;;;;;;;;;;11;1;1;1;;;;2;1;1;;;;;1;;1;2;;;;;;;;;;;1;;2;;;;1;;;;;;;;;1;;1;;1;1;10;;1;;;3;;;3;2;;;;;;;;;;1;;1;;1;;;;1;;;;1;;;;;;;;;4;2;2;3;1;;;;;;;;;4;1;;;2;;;;;;;105
31694-5384;20120202;SUCESSO;2;2;1;1;38;1;;6;;;;;3;1;1;;;;;;;5;;3;3;;;;;;;5;2;1;1;1;1;;;11;1;1;1;2;;1;3;;1;2;2;2;;;;;3;1;;;;;;;;1;1;;;6;2;;1;3;1;;;;1;1;;;;;1;;1;1;8;2;;;;6;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;8;2;;;7;7;;1;1;3;;;;2;;1;1;;;;191
31728-4114;20120101;SUCESSO;2;1;1;1;101;3;;8;1;;;;4;;1;;;;1;1;4;14;;6;2;2;1;;;;32;3;4;1;1;3;3;;;11;1;1;1;3;;;1;;2;1;1;1;;;;;7;1;;;;;;;;2;1;;1;16;3;;;2;;;;;1;1;3;;4;1;7;;3;;36;1;1;2;;15;;1;5;3;2;1;;;;1;;;;3;;1;;1;1;;;1;;;;1;;;1;;;;1;;2;1;1;1;46;3;;;3;2;1;5;3;13;7;4;2;10;1;2;2;1;11;;476
31729-4448;20120101;SUCESSO;2;;1;1;20;3;1;4;;;;;5;2;1;;;;;;;4;;1;;;;2;1;1;;;3;;;;;;;12;;;;1;;;;;1;;;;;;;;1;;;;;;;;;;;1;;16;2;1;1;1;;;;;;;;;6;;;;;;31;;;;;7;;;2;;;;;;;2;2;2;;9;;8;;5;4;4;;8;2;1;;5;2;1;4;2;4;4;;;2;1;;1;2;;;;;;;;;;;;;5;;;;;;;215
31733-6030;20130101;insucesso;;;;;14;2;;;;;;;3;;2;;;;;;;2;;1;;;;;;;1;1;3;;;1;1;;;;;;;;;;;;;;;;;;;;7;3;;;;;;;;;;;;6;;;;3;2;;;;;;;;;;1;1;;;10;;;;;2;;;;;;;;;;;;;;2;;1;;;;;;4;;;;;;;;;;;;;;;;;3;2;;;1;;;;;3;;;;7;1;;;1;1;1;93
31735-4434;20120102;SUCESSO;5;3;2;2;48;2;1;11;3;;1;;5;;3;1;1;;;;;18;;6;5;1;1;7;7;6;;;;;;2;2;2;2;16;2;2;2;5;;1;;;;2;2;2;;2;;;8;2;;;2;;;;;;;2;;10;2;;1;6;1;2;;;;;;;1;;;;;;32;;2;;;10;;;6;2;1;1;1;1;;4;4;4;;15;;15;;13;3;3;;23;8;1;;22;5;1;5;1;5;3;5;;5;3;3;2;;;;;;;;;;;;;;;;;;;;;429
31743-5061;20120201;insucesso;4;2;3;3;23;;;5;;;;;1;;1;;;;;;;3;;2;;;;;;;;;2;;;1;1;;;19;1;1;1;;;;;;2;2;2;2;;;;;4;;;;1;;1;;;;;1;;6;1;;;3;;;;;;;2;;1;;;;;;29;1;1;3;2;13;;2;3;3;1;1;1;;;1;1;1;;3;;3;;1;;;;3;;;;1;;;;;;;;;4;2;2;3;3;;;2;1;;;9;5;38;20;10;6;7;;5;2;;;;294
31743-6030;20130101;SUCESSO;3;1;2;2;16;;;3;;;;;4;;2;;1;1;;1;;2;;;;;;;;;;;;;;1;1;;;6;2;2;2;2;;;1;;;1;1;1;;2;1;1;2;;;;1;;1;1;;;;;;4;1;1;;2;;1;1;1;;;1;;1;;;;;;5;;;;;3;;;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;1;2;2;1;;;;;;1;;3;;;;3;;1;;;;;111
31746-4434;20120102;SUCESSO;2;2;;;47;11;3;4;3;;;;4;;3;3;;;;;;21;;3;1;;;4;4;1;;;;;;1;1;;;14;;;;6;;2;;;;1;1;1;;;;;6;5;1;;;;;;;;;;;10;2;;2;5;4;;;;;;1;1;1;;;;;;71;;3;;;10;;;2;;;;;;;1;1;;;8;;7;;2;;;;18;2;2;;3;;;;;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;;;317
31747-5061;20120201;insucesso;2;1;1;1;39;;;7;;1;5;4;2;;2;;;;;;2;14;;11;5;3;3;1;;;;;;;;2;2;;;29;1;1;1;2;;;2;;4;1;1;1;;6;;4;10;1;;;;;;;;2;;;;9;;;;7;1;;;;1;;;;;;2;1;1;1;42;;7;1;;23;5;1;11;9;7;5;5;3;;4;;;1;6;4;1;;;;;;4;;;;2;;;2;;2;2;1;;2;1;1;1;;;;;;;;;;;;;;;;;;;;;350
31747-5799;20130101;SUCESSO;3;2;1;1;17;1;1;1;;;10;6;1;;;;;;;;;4;;1;;;;1;1;1;;;;;;;;;;8;1;1;1;1;;;;;3;1;1;1;;10;1;6;1;;;;;;;;;;;1;;2;;;;1;;;;;;;1;1;1;;;;;;11;;1;1;;6;;1;2;1;;;;1;;1;;;;3;;2;;2;2;2;;2;;;;2;;;2;;2;1;;;3;2;2;1;;;;;;;;;;;;;;;;;;;;;148
31755-4917;20120201;insucesso;;;;;17;;;;;;;;2;1;1;;;;;;;6;;2;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;3;1;;1;;;;;;2;2;;;7;3;;1;3;1;;;;1;1;;;;;;;;;14;;;1;1;4;;1;1;;;;;;;;;;;2;;2;;2;2;1;;8;1;;;6;;;3;;1;;;;;;;;;;;;;;;1;1;;;;;1;;1;1;;;;112
31759-4114;20120101;insucesso;1;;1;1;21;5;1;1;;;;;1;;;;;;;;;5;;1;;;;;;;1;;;;;;;;;5;1;1;1;1;;1;1;;;;;;2;;;;3;1;;1;1;;1;1;;;;;;4;;;;1;;1;1;1;;;1;;;2;;;;;39;1;;1;;9;;;1;1;;;;;;1;;;;3;;3;;1;;;;3;;;;1;;;;;;;;;1;;;1;3;;2;;;;;;;;;;;2;1;;;;;;145
31759-4917;20120201;SUCESSO;2;1;;;20;;;2;;;;;2;;1;;;;;;;3;;;;;;;;;;2;;;;;;;;8;;;;;;;;;1;1;1;;;;;;2;;;;;;;;;;;;;7;1;;;1;;;;;;;1;;1;;;;;;19;;;;;3;;;;;;;;;;;;;;2;;1;;;;;;2;1;1;;;;;;;;;;;2;2;1;;2;1;;;3;1;2;;;;;;;;;;;;;;100
31760-4434;20120102;insucesso;;;;;36;3;;5;;2;3;;4;2;1;;;;;;;7;;3;2;;;2;2;2;2;;2;;;;;;;6;;;;;;;2;;;;;;;4;1;;4;2;;1;;;;;;;;1;;7;2;;1;2;1;;;;;;;;;2;;;;;14;;1;;;4;;;2;;;;;;;2;2;;;6;;6;1;4;2;1;;8;1;;1;4;1;;2;1;1;;2;;;;;;4;;;;;;;;;3;2;1;;3;;;;1;;;194
31783-4433;20120102;SUCESSO;2;1;1;1;73;3;;6;2;;24;10;8;;5;1;1;1;1;2;3;13;;4;3;1;1;3;2;1;;;;;;1;1;1;1;27;1;1;1;10;;5;2;;;1;1;1;;28;10;12;16;7;2;1;9;4;5;3;1;4;3;1;;19;1;;;15;3;9;5;3;4;3;7;5;2;1;8;;6;4;38;;1;1;;10;;;6;1;1;1;;2;;6;3;2;;10;;7;;4;1;1;;12;4;2;;5;2;1;2;2;1;1;1;;2;1;1;1;2;;;;;;;;;30;15;9;4;3;;;;2;;;626
31784-4448;20120101;SUCESSO;2;2;;;39;2;;5;;;;;5;1;1;;;;;1;;12;;3;;;;2;1;;;;4;1;1;;;;;12;;;;2;;1;2;;;1;1;1;;;;;5;;;;2;;;;;;;2;;13;2;;;5;;2;;;;;2;;2;2;;;;;52;1;;2;1;11;;;5;1;;;;;;;;;;5;;5;;1;;;;21;2;1;;5;;;1;;;;;;2;2;2;;2;;;;;;;3;3;1;;;;7;2;3;3;;;;283
31787-4434;20120102;SUCESSO;3;1;1;;34;2;;2;;;11;5;;;;;;;;;;6;;;;;;;;;1;;;;;;;;;16;;;;1;;;2;;;2;2;1;;13;1;6;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;2;;;;13;;2;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;2;;3;2;1;;4;1;;;;;;1;1;19;12;5;3;8;1;1;1;3;6;;205
31801-4603;20120102;SUCESSO;4;4;2;1;33;1;;4;;;4;;2;;2;1;;;;;;7;;;;;;2;2;2;1;2;1;1;1;1;1;;;7;2;2;1;1;;;1;;1;3;3;3;;7;1;1;9;4;1;1;3;1;2;1;1;;;;;5;;;;4;2;1;;;;;1;1;;;;;;;27;1;1;1;;5;;;;;;;;;;;;;;3;;3;;3;2;1;;3;3;;;3;2;;2;1;1;;1;;4;4;4;1;7;;;;4;4;;4;3;4;2;1;;5;;4;3;1;;;267
31805-5489;20120202;insucesso;2;1;1;1;43;12;6;3;;;;;1;;;;;;;;;18;;9;8;6;4;2;;;;;5;;;1;1;;;6;1;1;1;3;;3;;1;1;1;1;1;;1;1;1;;;;;;;;;;;;;;4;3;;1;;;;;;;;1;;;1;;;;;37;;2;3;;16;1;3;11;9;5;4;4;;;3;2;1;;4;2;2;1;1;1;1;1;2;2;;1;1;1;;1;1;1;1;;;2;1;1;1;1;;;;;;;;;22;6;;;6;;;;4;;;326
31805-6030;20130101;insucesso;2;1;1;1;38;5;1;7;1;;2;2;2;1;1;;;;;;;12;1;6;4;2;1;3;2;1;;1;2;;;;;;;23;1;1;1;5;;;2;2;2;1;1;1;;10;;8;1;;;;;;;;;1;1;;;8;5;;2;1;;;;;1;1;1;;;;;;;;37;2;3;7;;16;1;5;9;5;3;3;2;2;2;4;4;3;;7;1;6;;5;5;5;4;8;4;1;2;6;4;1;6;4;5;4;1;1;2;1;1;1;;;;;1;;;;;14;2;1;1;3;;;;3;;;398
31805-6895;20130201;SUCESSO;2;1;1;1;19;3;1;3;1;;;;2;;2;;;;1;;;7;;3;3;2;1;1;;;;;3;;;;;;;7;;;;3;;2;;;1;1;1;1;;;;;3;1;;;;;;;;1;1;1;;5;2;;1;3;1;;;;1;1;;;;;;;;;19;;1;1;;10;;1;6;5;3;2;;2;;3;3;1;;3;;3;;1;1;1;;3;1;;;1;1;;1;1;1;1;;;2;1;1;1;;;;;;;;;;7;3;1;;4;1;;;2;;;193
31806-4114;20120101;insucesso;2;1;1;1;51;6;1;5;1;;9;2;2;;1;;;;;;2;12;;4;;;;;;;1;;2;;;1;1;;;19;1;1;1;7;;2;;1;5;;;;3;13;6;5;4;1;;;;;;;;2;1;;1;7;2;;;3;;;;;2;1;2;1;;3;6;2;3;;45;1;3;1;;16;1;1;4;2;;;;;;1;1;;;4;;3;3;;;;;8;3;;;1;;;;;;;3;2;2;1;1;1;7;;3;;2;;1;4;4;3;;;;8;;3;3;1;6;6;370
31806-5490;20120202;SUCESSO;3;2;1;1;32;6;1;8;3;;1;1;1;;1;;1;1;;;;11;;;;;;;;;;;;;;;;;;12;1;1;1;8;;;3;;;2;2;2;;1;;1;3;2;;;1;1;1;1;1;;;;;2;;;;2;;1;1;1;;;;;;;;;;;18;1;1;1;1;3;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;3;2;2;1;;;;;;;;1;1;;;;;1;;1;1;;;;167
31810-4435;20120102;insucesso;2;1;1;1;13;;;3;;1;3;2;;;;;;;;;;1;;1;1;1;1;1;;;;;2;;;;;;;14;;;;;;;1;;;1;1;1;;4;1;2;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;1;1;;;;3;;;1;;2;;1;1;1;1;1;1;;;;;;;2;;1;;;;;;1;;;;;;;;;;;1;1;2;1;1;2;1;;;;;;;;;10;;;;5;;;;;;;105
31810-4917;20120201;insucesso;2;;1;;8;1;;;;;5;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;5;1;1;;;;;1;;1;1;1;;;9;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;55
31810-6400;20130102;insucesso;2;1;;;19;1;;;;;8;5;;;;;;;;;;4;;2;;;;;;;;;3;;;;;;;6;;;;;;;1;;4;2;2;1;;10;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;;;;;;;;;;;;;;5;;;;;1;;104
31816-5384;20120202;SUCESSO;2;1;1;;101;8;3;17;2;;3;1;9;1;3;1;1;;;3;9;31;;13;5;3;1;2;2;1;;2;1;;;3;3;;;25;;;;5;;;;;1;1;1;1;;9;3;2;13;5;;3;4;2;1;1;1;1;1;3;;31;10;2;5;13;3;4;1;1;;;4;2;3;;12;;2;1;65;5;3;12;3;35;;8;22;11;6;5;3;2;;6;5;3;;10;;8;;6;5;5;;10;5;1;;8;4;1;6;3;6;4;2;;2;1;1;;;;;;2;;2;6;5;18;5;2;2;14;1;4;3;2;8;;766
31826-4603;20120102;SUCESSO;2;2;;;23;3;1;1;;;;;;;;;;;;;;8;;3;1;;;2;2;;;;;;;;;;;3;;;;1;;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;1;;;8;;;1;;;;;1;;1;;;;9;;7;;2;1;;;23;1;1;;5;;;1;;;;1;;2;2;2;;;;;;;;;;;;;;;1;1;;;;;;162
31830-4435;20120102;SUCESSO;4;;4;4;66;1;;18;1;;1;;8;;4;;3;1;;1;;4;;3;1;;;;;;;;6;2;2;;;;;26;2;2;2;3;;;5;;1;;;;;2;;;18;1;;1;5;;2;;;4;2;3;;21;2;;1;10;1;4;2;;1;;7;3;2;1;;;;;12;;;5;2;7;;4;4;;;;;;;;;;;1;;1;;1;1;1;;1;1;1;;1;1;1;1;1;1;;;;4;1;;4;9;;;;;;;5;5;70;23;10;3;11;;2;2;7;3;;475
