IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>32>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>48>;14>49>;14>49>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>31>;30>31>30>;30>31>30>31>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;42>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>41>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
31295-4433;20120102;SUCESSO;2;2;;;32;1;;3;;;;7;;;;;;;;1;;4;;3;;;;;;;;;;;;2;1;;;1;1;;;10;;;;1;;;;;;;;;;;;4;1;;;;;;;;;;;;;;;2;12;2;1;;2;1;;;;;;;;;1;;;;;;;;;;9;;2;1;;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;4;;;1;;;;;3;;1;1;1;1;3;;1;;;;;136
31306-4433;20120102;SUCESSO;1;;1;1;18;;;1;;;;;;;;;;;;;;6;;3;;;;;1;1;1;1;;;;;;;;1;1;;;7;1;1;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;3;1;;1;;;;;;;;;;;;;;;;1;;;;;15;1;1;1;;;3;;;;;;;;;;;2;2;;;;4;;;3;;1;1;1;1;11;3;1;;1;1;;3;1;;3;1;2;1;1;;;;1;;;1;1;;;1;;;;;;;;;;;;;;;;;;123
31311-5489;20120202;insucesso;1;;1;1;14;;;1;;;;5;;2;;;;;;;;3;;2;;;;;;;;;;;;2;1;;;1;1;;;5;;;;;;2;;2;;;;;;;;2;;;;;;;;;;;;;;;;;10;;;;2;;;;;;;;;;;;;;;;;;;;10;;;;;;3;;;;;;;;;1;1;2;1;1;;;3;;;2;;2;;;;2;1;;;;;;2;1;;;;;;;;;;1;;;1;;;;;;;;;4;3;;;;;3;;2;2;;;;106
31311-6030;20130101;SUCESSO;2;1;;;17;;;3;;;;3;;2;;;;;;1;;1;;;;;;1;;;;;;;;;;;;1;;1;1;10;;;;;;;;3;1;1;1;;;;;10;;;;;3;;3;2;1;;1;1;1;;;;10;;;;7;;;1;1;;;1;;;1;;;1;;;;;;;13;;2;;;;4;;;;;;;;;;;1;1;;;;3;;;3;;2;1;1;1;4;1;1;;;;;3;;;1;;1;;1;;;;2;2;1;;;;;;;;;;;;5;;;;1;;;;1;1;;151
31313-6401;20130102;SUCESSO;1;;1;1;57;2;1;5;;;;20;;17;;8;4;;;;;11;2;5;2;2;;;2;2;;;4;;;3;1;1;;;;3;3;14;;;;2;;2;;2;;;;1;;;;27;5;1;1;;16;4;7;3;1;1;1;1;;;4;2;26;;;;21;;;12;6;2;1;;;;1;;;3;1;;;;;;35;1;2;6;;3;13;;4;7;4;5;3;2;;3;2;3;2;2;;;7;;2;6;;3;3;2;;9;2;1;;;;;3;2;1;3;2;2;2;;;;;1;;;1;8;1;1;;2;;;;1;1;6;1;;;5;1;1;1;1;;;505
31316-4434;20120102;insucesso;;;;;10;;;;;;;1;;1;;;;;;;;1;;1;;;;;;;;;1;1;;2;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;2;;;;;;2;;;1;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;2;1;;;;1;1;1;;;4;2;1;1;3;;;;3;;;52
31316-5490;20120202;SUCESSO;1;1;;;20;;;2;;;;1;;;;;;;;;;3;;1;;;;;;;;;1;;;1;;;;;;;;6;;;;1;;;;;;;;;2;;1;2;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;1;;;1;;;;;;;14;3;;;;;2;;;1;;;;;;;;;;;;;2;;1;1;;1;;;;2;;;;;;;1;;;;;;;;;1;1;1;1;1;;1;;;;;;;;;;7;2;2;1;3;;;;2;;;101
31317-4114;20120101;SUCESSO;3;1;2;2;28;;;3;;;;4;1;1;;1;1;;;;;13;1;6;2;2;;;;;;;;;;1;;;;;;;;10;1;1;1;3;;;;2;1;1;1;1;;;;4;1;;;;2;1;1;;;;2;1;1;;;;11;4;1;2;4;;;2;1;;;2;1;1;;;;;;2;1;;1;1;25;1;2;4;;1;10;;2;4;;4;2;2;;;;1;;;;;2;;;1;;;;;;1;;;;;;;;;;;;;;;;;;3;1;1;2;2;;1;;;;;;;;;;;;2;1;;;;1;;217
31331-4434;20120102;SUCESSO;1;;1;1;10;1;;3;;;;1;;;;;;;;;;4;;2;2;1;;;1;1;1;1;;;;;;;;;;;;3;1;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;5;;;3;;2;;;;;;;;;;;3;;;3;1;1;1;;;8;2;1;;1;1;;4;1;;2;;1;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;94
31336-4434;20120102;SUCESSO;3;;3;3;89;4;1;16;4;;;8;;4;;;;1;;;1;15;;9;4;3;;1;3;3;3;1;2;1;1;1;1;1;;;;;;28;2;2;2;8;;1;;1;;;;1;1;;1;14;4;;;1;7;2;5;2;;;3;2;;;1;2;20;;;;13;3;;6;4;2;;2;1;;3;1;;5;4;1;1;;1;;52;2;2;4;;3;20;;2;7;1;4;2;1;;1;;4;3;3;;;10;;;8;;8;4;3;2;22;2;1;;1;1;;16;1;1;7;1;5;1;4;;1;;3;;;3;7;1;1;1;3;1;1;1;3;3;3;;;;6;1;2;2;2;;;597
31340-4433;20120102;SUCESSO;1;1;;;23;1;1;1;;;;6;1;4;1;2;1;;;1;;10;;2;1;1;;;;;;;;;;2;2;2;;1;1;;;6;;;;;;;;1;1;1;1;1;1;;;8;1;;;1;3;;2;1;1;;;;;;1;1;9;2;1;;5;1;;3;2;1;1;;;;1;;;;;1;;;;;24;;;1;;;7;;1;5;1;2;;;;1;1;1;1;;;;5;;;5;;4;2;1;1;9;3;2;;;;;5;2;2;2;1;1;1;1;;;;1;1;1;;2;;1;;;;;;4;4;;;;;4;;4;4;;;;242
31358-4435;20120102;SUCESSO;1;;1;1;87;4;1;3;;9;;;;;;;;;;;21;17;;6;2;;;4;6;6;4;3;1;;;6;1;1;;2;2;3;3;15;;;;;;;;;;;;;10;;6;39;2;;;;19;1;12;9;5;1;6;4;3;;1;3;35;1;;;32;1;;14;8;7;3;4;4;3;2;2;;;;1;28;;26;25;53;3;;1;;1;18;;1;6;;2;1;1;;1;1;7;6;1;;;15;;;12;1;6;5;4;3;22;4;3;;2;2;;11;4;2;7;3;4;2;3;;4;4;1;;;1;6;1;;1;;;;;3;3;16;6;4;1;13;2;3;3;1;5;;823
31359-4435;20120102;insucesso;;;;;9;;;3;;;;1;;;;;;;;;;2;;2;1;1;1;;;;;;;1;;;;;;1;1;;;4;;;;1;;;;1;;;;;1;;1;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;4;;;;;;3;;;1;;1;1;1;1;1;1;1;1;;;;3;;;3;1;;;;;7;2;2;2;;;;2;1;1;;;;;;;;;;;;;3;;;1;;1;1;;;;;;;;1;;;;;;;83
31359-6590;20130201;insucesso;1;1;;;29;;;;;4;2;2;;;;;;;;;;4;;2;2;1;;;;;;;;1;;3;;;;1;1;;;6;;;;;;;;2;;;;1;7;1;4;2;;;;;1;;;;;;;;;;;1;5;1;1;;2;;;1;;;;;;;;;;1;;1;1;1;;;18;;1;;;;3;1;;2;;1;;;;;;2;1;1;1;;3;;1;2;;1;1;1;1;4;1;1;1;;;;2;;;1;;1;;1;1;;;1;1;1;;5;1;1;;1;4;3;3;;;;;;;3;1;;;;;;172
31369-4433;20120102;SUCESSO;1;;1;1;26;1;1;5;3;7;;;;;;;;;;;1;13;;6;2;1;;2;2;1;;;;;;;;;;;;;;11;1;1;1;7;;2;;;;;;;8;;6;2;;;;;;;;;;;1;;;;;;4;2;;;2;;;;;;;1;;;;;;;;1;2;;2;1;23;3;1;1;;;7;;1;2;;1;1;1;;2;2;5;5;2;;;7;;;5;1;2;1;1;1;8;4;1;;;;;4;2;;3;;3;;2;;2;2;1;;;1;2;;;;;2;;;1;;;;;;1;;1;;;;;244
31380-4434;20120102;insucesso;1;;1;1;33;1;;10;2;;;1;;;;;;;;;;10;;3;1;1;1;2;1;1;;;;;;1;;;;1;1;;;14;;;;2;;2;;;;;;;;;;2;1;;;1;;;;;;;;;;;;;4;1;1;;;;;;;;;;;;;;;;;1;;;;;20;1;1;1;;;6;;;2;;2;1;1;;;;3;3;2;2;;10;;;8;;6;6;3;2;12;3;2;;;;;7;3;2;7;3;5;3;3;1;;;1;1;;1;1;;;1;;;;;;;6;3;1;;2;;;;;;;250
31384-5061;20120201;SUCESSO;1;1;;;10;;;2;1;;;2;1;2;;;;;;;;2;2;;;;;;;;;;;;;;;;;1;;1;1;5;;;;2;;;;;1;1;1;;2;;2;8;3;;;;2;;2;1;1;;;;;;;1;8;2;1;;7;1;;2;2;1;1;;;;;;;;;1;;;;;6;;;4;;4;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;;1;1;;1;;;;;1;1;;;;;1;;1;1;;;;114
31386-4435;20120102;insucesso;1;;1;1;15;1;1;4;;1;1;2;;1;;;;1;;1;;2;;;;;;;;;;;;;;;;;2;1;1;;;10;1;1;1;;;2;;2;;;;;4;;3;8;1;;;;2;;1;1;;;1;1;;;1;;8;1;;;4;;;2;1;1;;1;1;;2;1;;1;;1;;;;;11;;1;1;;1;2;1;;2;;1;;;;;;1;1;;;;2;;;2;1;1;1;1;1;2;1;;;;;1;1;;;1;;1;;1;1;;;1;;;1;1;;;1;;;;;3;3;;;;;3;;3;3;;2;1;163
31400-4448;20120101;SUCESSO;1;1;;;33;2;1;7;1;;;2;1;1;;;;;;;;8;;2;;;;1;3;1;;;;;;1;;;;2;2;;;10;;;;1;;;;;1;1;1;;;;;10;1;;;;1;;;;;;1;1;1;;;;13;1;1;;7;;;1;;;;1;1;1;;;;1;;;;;;;23;;;2;;1;4;;1;1;;;;;;;;1;1;1;;;10;;2;7;;5;2;1;1;9;;;;;;;6;;;3;;2;;2;;;;1;1;1;;;;;;;;;;;;;;;;2;1;;;;;;217
31410-4603;20120102;insucesso;1;1;;;15;;;1;;;;1;;;;;;;;;;3;;;;;;;;;;;;;;;;;;1;1;;;4;;;;1;1;;;;1;1;1;;;;;2;2;1;;;;;;;;;;;;;;;3;1;;;2;2;;;;;;;;;;;;;;;;;;;15;;1;2;;2;6;;1;2;;;;;;;;;;;;;1;;;1;;;;;;1;;;;;;1;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;82
31410-5384;20120202;insucesso;1;1;;;19;;;3;1;;;2;;2;1;1;;;;;;6;;;;;;;1;1;1;;;;;1;;;;1;1;;;6;;;;3;;;;;;;;;;;;4;3;;;2;1;;;;;;;;;;;;7;1;1;;4;2;;1;;;;;;;;;;;;;;;;;12;;1;;;;2;;;;;;;;;1;1;1;1;;;;3;;;3;2;2;;;;4;2;1;;1;1;;2;1;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;1;1;;;;;;124
31410-6400;20130102;insucesso;1;;1;1;14;1;;1;;;;2;1;1;;;;;;;;3;;2;2;2;2;;1;1;;;;1;;1;1;;;;;;;3;;;;1;1;;;;;;;;;;;2;1;1;;;1;;;;;;;;;;;;4;2;;;1;1;;;;;;;;;;;;1;1;;;;;;7;;1;1;;;4;;;3;;3;2;1;1;;;;;;;;1;;;1;;1;1;1;1;1;1;;;1;1;;1;1;;1;1;1;1;1;;;;1;;;1;1;;;;;1;1;1;1;1;;;;;1;;1;1;;;;110
31436-4433;20120102;insucesso;;;;;16;1;;;;2;2;3;;1;;;;;;1;;4;;;;;;;;;;;;3;;;;;2;1;1;;;4;;;;;;;;;;;;;3;1;2;6;2;;;1;;;;;;;;;;;1;;11;1;;1;6;2;;;;;;;;;1;1;;;;;;;;;28;;;;;;2;;;;;;;;;;;1;1;;;;2;;;2;;;;;;6;;;;;;;;;;;;;;;;1;1;;;;;5;;;;1;4;3;;5;2;;;;;3;;3;2;;2;2;156
31437-6590;20130201;insucesso;1;;1;1;4;1;;2;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;;;;;;;;;;;;;4;;;;;3;;1;1;;;;;;;;;3;;;;3;;;2;1;1;;;;;1;1;;;;;;;;;3;;;;;;2;;;;;;;;;;;;;;;;1;;;1;;1;;;;1;;;;;;;1;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;50
31444-5061;20120201;insucesso;1;1;;;42;1;;4;;;;5;;2;;1;;;;;;11;1;3;;;;1;3;3;;;;;;;;;;6;6;;;9;;;;1;;3;;;1;1;1;;;;;5;;;;;3;;3;3;;;;;;;2;;12;6;2;1;5;;;3;3;3;;;;;;;;1;1;;;;;;26;1;1;1;;1;10;;;2;;;;;;1;1;3;3;2;2;;15;;;15;;8;3;;;19;8;5;2;2;2;1;13;8;5;4;4;1;1;1;;;;2;1;1;;;;;;;;;;;;9;2;;;2;;;;1;;;349
31447-4435;20120102;SUCESSO;2;;2;2;65;;;7;3;;;19;2;14;4;6;3;;;1;;8;1;3;1;1;;;;;;;;;;3;;;;2;2;3;3;12;1;1;1;5;;1;;;;;;;;;;24;6;2;2;1;10;;4;3;1;;1;1;;;;;35;5;;1;21;5;1;9;4;3;1;;;;1;1;;1;;;;;;;16;;;2;;1;4;;1;1;;1;1;;;;;;;;;;2;;;1;;;;;;3;1;;;;;;;;;;;;;;;1;1;2;;;2;;;;;;1;;1;1;1;27;5;2;;6;2;;;2;;;409
31451-4448;20120101;SUCESSO;1;1;;;81;4;;1;1;;;8;1;5;1;;;;;;3;16;;4;;;;;5;4;1;;1;;;1;;;;5;4;4;4;8;;;;3;;1;;;;;;1;1;;;29;13;;;1;4;1;;;;;2;;;;;3;29;6;;1;16;6;;1;;;;1;;;4;2;;1;1;1;11;;7;3;50;1;3;4;;1;15;;1;1;;1;1;1;;;;2;;;;;17;;1;11;;2;;;;21;3;1;;1;1;;6;2;;;;;;;;8;4;1;1;1;;6;3;1;1;;2;;;;;2;1;1;1;3;2;;;;2;;500
31453-4433;20120102;SUCESSO;1;;1;1;14;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;1;;1;;;;;;;;4;;;;;2;;1;1;1;1;;;;;1;;5;;;;3;;;2;1;1;1;;;;;;;1;1;;;;;;17;;;2;;;6;;1;6;;1;;;;1;1;1;1;1;;;1;;;1;;1;;;;1;1;;;;;;1;1;;1;;;;;;1;;1;;;1;;;;;;;;;1;1;;;;;1;;1;1;;;;109
31456-4917;20120201;insucesso;;;;;20;2;1;1;;;;;;;;;;;;;;10;2;2;1;1;;;1;;;;;;;1;;;;;;;;3;;;;1;1;;;;;;;;;;;2;1;;;;1;;;;;;;;;;;;3;;;;1;;;1;;;;;;;;;;1;1;1;;;;;19;1;;2;;1;5;;;3;;2;;;;;;;;;;;6;1;;3;;3;1;1;1;5;1;;;1;;;4;1;;2;1;2;1;1;1;;;;;;;1;;;1;;;;;2;1;4;2;1;;2;;1;1;;;;144
31462-4448;20120101;SUCESSO;1;1;;;28;3;;4;;;;4;1;;;;;;;;1;7;;4;3;2;;;1;1;;;;;;1;;;;;;;;6;;;;1;;;;1;1;1;1;1;1;;;5;1;;;;;;;;;;1;;;;;;10;1;;1;5;1;;;;;;1;;;2;;;2;2;2;2;;1;;22;1;2;3;;3;11;;2;6;1;2;;;;;;2;2;2;;;3;;;3;;2;1;1;;4;2;1;;;;;3;2;1;1;1;1;1;;;;;1;1;1;;3;1;1;;1;;;;;;2;2;1;1;4;2;;;1;2;;222
31469-6030;20130101;insucesso;;;;;28;;;4;1;;;5;;3;;1;;;;2;;7;2;3;2;1;;;2;1;;;;1;;3;2;;;1;1;;;9;;;;1;;1;;;;;;;;;;21;1;;;;9;;7;4;;;1;1;;;4;;20;3;1;2;17;;;7;5;2;;1;1;;3;3;;1;;;;;;;21;;;5;1;4;8;;3;5;;3;1;1;1;1;;1;;;;;8;;1;5;;2;;;;15;3;1;;1;1;;7;2;;3;2;1;1;1;1;;;;;;;;;;;;2;;2;7;7;3;;;;7;;6;6;;;;345
31469-6895;20130201;SUCESSO;1;;1;1;25;1;;3;;;;10;;1;;1;1;;;4;;3;1;;;;;;;;;;;1;1;2;2;2;;;;;;4;1;1;1;;;1;;2;;;;;;;;7;1;;;;3;1;2;;;;3;2;;;1;;20;5;;;7;;;3;2;;;2;2;;8;5;;5;2;;;;;;21;;;3;;1;6;;1;2;;1;1;;;;;;;;;;2;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;1;;;1;;;;;;2;;2;7;5;;;;;6;;6;5;;;;229
31476-6401;20130102;insucesso;1;;1;1;17;2;1;5;2;;;4;;3;;3;;;;1;;9;1;1;1;;;;;;;;;;;;;;;;;1;1;9;;;;3;3;1;;1;;;;;;;;9;2;;;1;6;;4;4;;;;;;;2;;6;;;;4;1;;4;2;2;;;;;1;1;;;;;;;;;17;1;3;3;;1;2;1;1;1;;;;;;;;;;;;;2;;;2;;2;2;2;1;2;;;;;;;2;;;2;;2;;1;1;;;1;;;1;;;;;;;;;1;1;;;;;3;1;1;1;;;;182
31476-6895;20130201;insucesso;1;1;;;11;;;1;;;;2;1;;;;;;;;;5;;;;;;;1;;;;;1;;1;1;;;;;;;2;;;;1;;1;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;3;1;1;;;;;;;;;;;;;;;1;;;;;;;12;1;;;;;3;;;;;;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;1;;;1;1;;;;;1;;1;1;;;;67
31488-4917;20120201;insucesso;;;;;10;;;;;;;1;;1;1;;;;;;;5;;3;1;1;;;1;;;;;;;;;;;;;;;1;;;;1;1;;;;;;;;;;;2;1;;;1;;;;;;;;;;;;;2;;;;2;1;;;;;;;;;;;;;;;;;;;9;1;;;;;5;;;2;;1;;;;;;;;;;;3;1;;2;;2;2;2;;7;;;;;;;3;;;2;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;81
31508-4435;20120102;insucesso;1;;;;12;1;;;;;;2;;1;;1;;;;;;2;;1;;;;;;;;;1;;;;;;;;;;;6;;;;1;;2;;1;1;1;;;;;;10;;;;;3;;1;;;;;;;;1;1;7;;;;6;;;3;1;;;;;;;;;1;;;;;;;8;1;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;5;3;;1;;;;;;;;;;;;;;;;;;91
31510-5489;20120202;SUCESSO;1;1;;;15;1;;1;;1;;;;;;;;;;;;2;;1;1;1;;;2;2;2;;;;;;;;;1;1;;;1;;;;1;;;;;1;1;1;;2;;;1;;;;;1;;1;1;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;1;;;;14;;;;;;6;;;4;;3;3;2;;;;;;;;;4;;;4;;3;;;;9;2;1;;1;1;;6;2;1;3;2;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;121
31520-5489;20120202;SUCESSO;1;1;;;18;2;;;;;;1;;;;;;;;;;7;;2;1;;;;1;1;1;1;;;;;;;;1;1;;;2;;;;1;;;;;1;1;1;;;;;1;;;;;;;;;;;1;;;;;;4;2;;2;;;;;;;;;;;1;;;;;;;;;;10;;2;;;;3;;;1;;;;;;1;;1;;;;;3;;;1;;1;1;1;;2;2;;;;;;2;2;;2;2;1;1;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;98
31522-4917;20120201;SUCESSO;1;1;;;17;6;3;;;;;;;;;;;;;;;9;1;1;;;;;3;3;3;3;;;;;;;;;;;;3;;;;1;;;;1;;;;;;;;3;1;;;1;;;;;;;1;;;;;;5;2;;;3;1;;;;;;1;;;2;2;;;;;;;;;19;1;1;2;;1;5;;1;3;1;1;;;;;;;;;;;7;;;7;2;3;3;1;1;25;5;1;;1;1;;9;2;1;6;1;1;;1;;2;2;1;1;1;;1;;;;;;;;;;;;;;;;;;;;;199
31525-4435;20120102;insucesso;;;;;2;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;1;;;1;;;;;;;;;;;;;1;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15
31526-4435;20120102;insucesso;1;;1;1;9;;;3;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;4;1;1;1;;;;;2;;;;;;;;2;;;;;1;;;;;;;;;;;;3;;;;2;;;1;;;;;;;;;;1;;;1;1;;;4;;;;;;2;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;22;8;6;3;3;;;;2;;;93
31529-4917;20120201;SUCESSO;2;2;2;2;32;1;;2;;;;6;;2;;;;1;;1;;6;;3;1;;;;1;1;;;;;;2;;;;1;1;;;7;1;1;1;1;;1;;3;2;2;2;;;;;4;;;;;2;;1;1;;;1;;;;;;12;1;1;;4;;;2;1;1;;1;;;2;;;3;2;;;;;;22;;1;2;;;8;;2;5;2;2;;;;;;;;;;;3;;;3;;;;;;9;2;1;;1;1;;1;1;;1;1;;;;;;;2;2;2;2;;;;;;;;;;;30;15;10;5;3;;;;2;;;270
31560-4435;20120102;insucesso;1;1;;;35;;;5;;;;2;;;;;;;;;3;6;;2;;;;;;;;;3;;;4;2;;;1;1;1;;6;;;;1;;;;;1;1;1;3;;;;22;1;;;;9;;7;2;;;2;1;;;1;1;14;1;1;;13;;;5;2;1;;1;;;2;1;3;1;1;2;6;;5;3;20;;1;3;;2;3;;;;;;;;;;;;;;;1;2;;;2;;2;1;1;1;2;2;;;;;;2;2;;1;1;1;1;1;1;1;1;1;1;1;;11;1;3;1;5;1;;;3;3;5;1;1;;6;1;3;3;1;;;295
31566-5061;20120201;insucesso;;;;;4;;;;;;;;;;;;;;;;;3;;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;3;;;3;;3;2;1;1;;;;;;;;2;;;2;;2;2;2;2;6;2;1;1;1;;;4;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;76
31569-4114;20120101;insucesso;2;2;;;41;3;1;4;;;;6;;2;;;;;;1;3;8;2;3;1;;;1;5;5;2;;;6;;1;1;;5;;;;;8;;;;2;;1;1;;2;2;2;18;2;1;;11;4;;;;2;;;;;;2;;;1;;4;11;2;1;;2;;;;;;;;;;1;;;2;;6;3;1;1;;24;1;1;5;1;;7;;1;3;;1;;;;1;1;2;2;1;1;1;10;;;10;3;2;2;1;;14;4;;;1;1;2;4;2;;2;2;1;1;;;1;1;2;2;2;;20;1;18;;4;8;8;1;4;3;21;7;4;2;12;2;4;3;3;10;8;464
31570-4114;20120101;insucesso;1;1;;;28;;;1;;;;4;;2;;1;;1;;1;;11;;4;2;1;;;1;;;;;;;;;;;1;1;;;7;;;;1;;;;1;;;;;1;;;9;;;;;5;;2;1;;;1;1;;;1;1;9;1;;1;8;;;4;2;1;;1;1;;1;1;;;;;1;;1;1;37;1;;3;1;2;12;;2;7;;5;1;1;1;1;1;2;1;;;2;6;;2;3;1;1;;;;8;3;;;;;1;3;1;;1;1;;;;;1;1;1;1;1;;1;;;1;;;;;2;1;;;;;2;;2;1;;1;1;253
31570-5490;20120202;SUCESSO;1;1;;;34;1;;1;;;;11;;6;;2;1;;;2;;13;;5;1;1;;;;;;;;2;1;1;;;;7;6;;;2;;;;;;;;;1;1;1;;;;;23;1;;;;3;;1;1;;;1;;;;1;2;28;1;;;16;;;2;1;1;;1;;;3;1;;3;1;1;1;;1;1;37;;;2;;;7;;2;1;;1;1;;;1;;1;;;;;5;;;3;;;;;;6;;;;;;;;;;;;;;;;;;1;1;1;;4;;;;1;2;1;1;2;2;4;;;;3;;1;1;2;;;291
31572-4448;20120101;insucesso;;;;;10;1;;;;1;;1;;1;1;;;;;;2;1;;1;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;1;1;;;1;1;;;1;;;;;;;;;;;;;4;1;1;;1;1;;;;;;;;;2;;;1;;1;2;;1;;4;1;;1;;;3;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;55
31572-5384;20120202;insucesso;;;;;6;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;13
31589-4435;20120102;SUCESSO;1;1;;;19;1;1;3;;1;;2;;1;;;;;;;;6;;3;2;1;;;2;1;1;;;;;;;;;1;1;;;8;;;;2;;1;;1;;;;;1;;;3;1;1;;;1;;1;1;;;1;1;;;;1;4;1;;;3;1;1;1;1;1;;;;;;;;;;;;;;;15;;2;1;;1;7;;1;4;;3;1;1;;;;;;;;;4;;;4;1;1;;;;11;2;;;1;;;4;1;;1;;;;;;;;1;1;1;;3;;;1;;;;;;;20;7;1;;2;;;;1;;;189
